run,luminosityBlock,event,HLT_IsoMu24_eta2p1,HLT_IsoMu24,HLT_IsoMu17_eta2p1_LooseIsoPFTau20,PV_npvs,PV_x,PV_y,PV_z,nMuon,nElectron,nTau,nPhoton,MET_pt,MET_phi,MET_sumet,MET_significance,MET_CovXX,MET_CovXY,MET_CovYY,nJet,Muon_pt,Muon_eta,Muon_phi,Muon_mass,Muon_charge,Muon_pfRelIso03_all,Muon_pfRelIso04_all,Muon_tightId,Muon_softId,Muon_dxy,Muon_dxyErr,Muon_dz,Muon_dzErr,Muon_jetIdx,Muon_genPartIdx,Electron_pt,Electron_eta,Electron_phi,Electron_mass,Electron_charge,Electron_pfRelIso03_all,Electron_dxy,Electron_dxyErr,Electron_dz,Electron_dzErr,Electron_cutBasedId,Electron_pfId,Electron_jetIdx,Electron_genPartIdx,Tau_pt,Tau_eta,Tau_phi,Tau_mass,Tau_charge,Tau_decayMode,Tau_relIso_all,Tau_jetIdx,Tau_genPartIdx,Tau_idDecayMode,Tau_idIsoRaw,Tau_idIsoVLoose,Tau_idIsoLoose,Tau_idIsoMedium,Tau_idIsoTight,Tau_idAntiEleLoose,Tau_idAntiEleMedium,Tau_idAntiEleTight,Tau_idAntiMuLoose,Tau_idAntiMuMedium,Tau_idAntiMuTight,Photon_pt,Photon_eta,Photon_phi,Photon_mass,Photon_charge,Photon_pfRelIso03_all,Photon_jetIdx,Photon_genPartIdx,Jet_pt,Jet_eta,Jet_phi,Jet_mass,Jet_puId,Jet_btag
194711,299,263322798,true,true,false,11,0.076805525,0.06189604,3.2053962,1,0,7,0,18.940607,-0.5164048,683.0541,1.8800056,190.36267,1.6306111,198.11996,1,{24.178678512573242},{-0.44091662764549255},{-1.900268793106079},{0.10565836727619171},{1},{0.0},{0.155268594622612},{True},{True},{-0.00010338985157432035},{0.0012472749222069979},{0.0038128099404275417},{0.002960400888696313},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{24.178678512573242,15.889429092407227,17.65387725830078,17.81526756286621,15.053820610046387,18.990100860595703,22.79463005065918}","{-0.44091662764549255,1.1253607273101807,0.807174026966095,2.342846393585205,-2.397122859954834,2.92044734954834,2.756906509399414}","{-1.900268793106079,-3.118621349334717,0.3011147975921631,-2.4261112213134766,-3.0480010509490967,2.7313919067382812,0.20216919481754303}","{0.10570000112056732,3.4519765377044678,4.9966020584106445,5.228501319885254,4.846256256103516,6.676185131072998,7.6694769859313965}","{1,1,0,0,0,0,0}","{0,10,-1,-1,-1,-1,-1}","{0.155268594622612,0.28402653336524963,nan,nan,nan,nan,nan}","{-1,-1,-1,-1,-1,-1,-1}","{-1,-1,-1,-1,-1,-1,-1}","{True,False,False,False,False,False,False}","{0.0,0.0,0.0,0.0,0.0,0.0,0.0}","{True,False,False,False,False,False,False}","{True,False,False,False,False,False,False}","{True,False,False,False,False,False,False}","{True,False,False,False,False,False,False}","{True,True,False,False,False,False,False}","{True,True,False,False,False,False,False}","{False,True,False,False,False,False,False}","{False,True,True,True,True,True,True}","{False,True,True,True,True,True,True}","{False,True,True,True,True,True,True}",{},{},{},{},{},{},{},{},{18.85051155090332},{2.682034492492676},{0.17986619472503662},{6.030396938323975},{True},{-1.0}
194711,299,263353744,true,true,true,16,0.072736025,0.05687782,-4.9961557,1,0,1,0,23.75627,-1.4333127,504.89288,3.6694956,144.50336,-16.956886,151.01765,0,{45.64998245239258},{-0.2952464520931244},{2.273040771484375},{0.10565836727619171},{1},{0.0},{0.013008557260036469},{True},{True},{-0.00019264529692009091},{0.0008051851764321327},{0.00014349458797369152},{0.0015855508390814066},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{45.64998245239258},{-0.2952464520931244},{2.273040771484375},{0.10570000112056732},{1},{0},{0.0},{-1},{-1},{True},{0.0},{True},{True},{True},{True},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
194711,299,263410422,true,true,false,6,0.067216694,0.059545115,-8.060643,1,0,1,0,42.205296,-3.1139264,284.52893,27.004631,67.07331,12.964287,106.89946,1,{51.869815826416016},{-0.6963086128234863},{-1.5546746253967285},{0.10565836727619171},{1},{0.018057433888316154},{0.018057433888316154},{False},{False},{0.002217607107013464},{0.001390933059155941},{-0.006546251010149717},{0.0037724776193499565},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{51.869815826416016},{-0.6963086128234863},{-1.5546746253967285},{0.10570000112056732},{1},{0},{0.018057433888316154},{-1},{-1},{True},{0.0},{True},{True},{True},{True},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{25.231277465820312},{-1.0507339239120483},{0.8649757504463196},{6.575562953948975},{True},{0.1387442946434021}
194711,299,263404718,true,true,true,6,0.07311325,0.06166311,-2.1584485,1,0,2,1,41.792095,-1.5653682,350.39465,14.471792,86.254036,-3.6091928,120.78615,2,{38.1375617980957},{-0.4886544346809387},{2.0288169384002686},{0.10565836727619171},{1},{0.0},{0.0},{False},{False},{-0.0039958949200809},{0.006831157021224499},{0.030434953048825264},{0.03298323228955269},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{38.1375617980957,24.086233139038086}","{-0.4886544346809387,-0.15045151114463806}","{2.0288169384002686,1.161877155303955}","{0.10570000112056732,0.7582777738571167}","{1,-1}","{0,1}","{0.0,0.6620585322380066}","{-1,-1}","{-1,-1}","{True,True}","{0.0,15.62324333190918}","{True,False}","{True,False}","{True,False}","{True,False}","{True,True}","{True,True}","{False,True}","{False,True}","{False,True}","{False,True}",{11.47048568725586},{2.0519776344299316},{-1.3206074237823486},{0.0},{0},{0.3909968137741089},{-1},{-1},"{40.71782684326172,16.910558700561523}","{-0.17423932254314423,2.050334930419922}","{1.115341305732727,-1.360781192779541}","{5.695073127746582,3.154439687728882}","{True,True}","{0.028271978721022606,0.15043649077415466}"
194711,299,263384062,false,false,false,4,0.07489493,0.06422986,10.354153,2,0,3,3,19.984364,-0.2153707,803.7027,1.0971429,411.98984,17.235102,151.17339,3,"{55.74419021606445,29.64438819885254}","{0.32772931456565857,0.34058746695518494}","{-2.954272508621216,-3.0065016746520996}","{0.10565836727619171,0.10565836727619171}","{-1,-1}","{1.7643084526062012,-999.0}","{1.8735662698745728,-999.0}","{True,False}","{True,False}","{-0.02132023684680462,-999.0}","{0.001103737740777433,-999.0}","{-0.006077945698052645,-999.0}","{0.00386420008726418,-999.0}","{-1,-1}","{-1,-1}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{20.721330642700195,73.21520233154297,31.291383743286133}","{-1.257288932800293,0.32897332310676575,-2.2758562564849854}","{-0.19449979066848755,-2.962808847427368,0.2657054364681244}","{0.5095458626747131,1.3209627866744995,0.9832351803779602}","{-1,-1,1}","{1,10,10}","{0.29911744594573975,0.3815496265888214,2.1874945163726807}","{-1,-1,-1}","{-1,-1,-1}","{True,True,True}","{3.597503900527954,23.483890533447266,49.703643798828125}","{False,False,False}","{False,False,False}","{False,False,False}","{False,False,False}","{True,True,True}","{True,True,True}","{True,True,True}","{True,False,True}","{True,False,True}","{True,False,True}","{26.78976058959961,16.21916961669922,30.73800277709961}","{0.3372674286365509,-1.258424997329712,-2.2011921405792236}","{-2.962676525115967,-0.20038959383964539,0.2678294777870178}","{-1.6858739115832577e-07,-4.76837158203125e-07,0.0}","{0,0,0}","{0.25264790654182434,0.17508810758590698,0.11502319574356079}","{-1,-1,-1}","{-1,-1,-1}","{94.83052062988281,74.93334197998047,38.68955612182617}","{-2.2151405811309814,0.33237728476524353,-1.2821638584136963}","{0.17360180616378784,-3.02432918548584,-0.1624011993408203}","{24.59954261779785,15.183624267578125,8.007506370544434}","{True,True,True}","{0.12623374164104462,0.9820921421051025,0.20566989481449127}"
194711,299,263392832,true,true,false,11,0.06935833,0.062748484,1.1014717,1,0,3,1,20.783571,-1.0134819,716.6537,2.1598427,224.5106,-0.0342323,191.82108,0,{49.035953521728516},{-0.09951383620500565},{3.0708816051483154},{0.10565836727619171},{-1},{0.020160358399152756},{0.020160358399152756},{True},{True},{-6.544499046867713e-05},{0.0009695543558336794},{0.0001911776198539883},{0.003555755829438567},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{49.035953521728516,17.646146774291992,17.701139450073242}","{-0.09951383620500565,0.9803689122200012,3.1829307079315186}","{3.0708816051483154,-1.8847451210021973,1.4913430213928223}","{0.10570000112056732,6.385580539703369,5.930264949798584}","{-1,0,0}","{0,-1,-1}","{0.0,nan,nan}","{-1,-1,-1}","{-1,-1,-1}","{True,False,False}","{0.0,0.0,0.0}","{True,False,False}","{True,False,False}","{True,False,False}","{True,False,False}","{True,False,False}","{True,False,False}","{False,False,False}","{False,True,True}","{False,True,True}","{False,True,True}",{10.416001319885254},{-1.5936518907546997},{-2.1951680183410645},{0.0},{0},{0.06299012154340744},{-1},{-1},{},{},{},{},{},{}
194711,299,263427412,false,false,false,7,0.07252172,0.062493213,-0.020094106,6,1,1,3,19.065578,-0.6565742,705.0641,1.4924114,156.83075,-84.49528,366.1447,2,"{42.041900634765625,4.021805286407471,4.424188137054443,4.8765435218811035,4.2069411277771,4.754927635192871}","{-0.5863243341445923,-0.7452058792114258,-0.7626599669456482,-0.6351546049118042,-0.7240425944328308,-0.7654698491096497}","{-1.1093896627426147,-1.2187954187393188,-1.2439476251602173,1.8582592010498047,-1.2208995819091797,-1.2279471158981323}","{0.10565836727619171,0.10565836727619171,0.10565836727619171,0.10565836727619171,0.10565836727619171,0.10565836727619171}","{-1,1,1,-1,1,1}","{1.8879384994506836,-999.0,-999.0,-999.0,-999.0,-999.0}","{2.3619766235351562,-999.0,-999.0,-999.0,-999.0,-999.0}","{True,False,False,False,False,False}","{True,False,False,False,False,False}","{-0.007635585032403469,-0.07836604118347168,-999.0,-999.0,-999.0,-999.0}","{0.0009693820029497147,0.0042475988157093525,-999.0,-999.0,-999.0,-999.0}","{0.0203165914863348,-0.05417357757687569,-999.0,-999.0,-999.0,-999.0}","{0.002122540259733796,0.006234214641153812,-999.0,-999.0,-999.0,-999.0}","{-1,-1,-1,-1,-1,-1}","{-1,-1,-1,-1,-1,-1}",{5.332357883453369},{0.02421371079981327},{-1.6580517292022705},{0.0006349310278892517},{1},{-999.0},{0.0028373394161462784},{0.006220538169145584},{0.004515820182859898},{0.006525338627398014},{True},{False},{-1},{-1},{58.97472381591797},{-0.5759413242340088},{-1.108958125114441},{1.2727614641189575},{-1},{10},{0.8789072632789612},{-1},{-1},{True},{47.143402099609375},{False},{False},{False},{False},{True},{True},{True},{False},{False},{False},"{16.459671020507812,11.693025588989258,15.883855819702148}","{-0.7760763168334961,-0.5914031863212585,-0.5283452868461609}","{-1.254618525505066,-1.1297791004180908,-1.073411226272583}","{2.920019426255749e-07,3.953724956318183e-07,-2.0647654253025394e-07}","{0,0,0}","{1.2199008464813232,2.842177391052246,1.2322661876678467}","{-1,-1,-1}","{-1,-1,-1}","{104.7576904296875,69.43345642089844}","{-0.5414842963218689,-0.6433451771736145}","{1.8325107097625732,-1.186683177947998}","{16.369028091430664,14.747669219970703}","{True,True}","{0.4738028049468994,0.9956805109977722}"
194711,299,263446095,true,true,false,9,0.07595092,0.06302556,-4.5567656,1,0,2,0,23.390764,1.6434326,335.91122,5.3238807,98.77808,-3.0396295,102.42434,1,{31.32906723022461},{1.4556262493133545},{-1.01874577999115},{0.10565836727619171},{1},{0.07676597684621811},{0.07676597684621811},{True},{True},{0.001434661797247827},{0.0016986517002806067},{0.004778859205543995},{0.006980924401432276},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{31.32906723022461,19.306495666503906}","{1.4556262493133545,-3.5720298290252686}","{-1.01874577999115,0.6108545064926147}","{0.10570000112056732,5.521793365478516}","{1,0}","{0,-1}","{0.12009425461292267,nan}","{-1,-1}","{-1,-1}","{True,False}","{3.4261860847473145,0.0}","{False,False}","{False,False}","{False,False}","{False,False}","{True,False}","{True,False}","{False,False}","{False,True}","{False,True}","{False,True}",{},{},{},{},{},{},{},{},{18.679603576660156},{-3.5196712017059326},{0.6165781021118164},{5.271181106567383},{True},{-10.0}
194711,299,263466296,false,false,false,10,0.071478255,0.06316126,-3.8211188,1,0,4,1,15.667741,0.9726877,733.49927,1.1700218,208.56006,0.49650213,209.70935,6,{20.500452041625977},{-0.07351962476968765},{-0.27566418051719666},{0.10565836727619171},{1},{0.9062421321868896},{0.9881847500801086},{True},{True},{-0.0031424839980900288},{0.0023066378198564053},{0.0022304567974060774},{0.004041451495140791},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{30.924707412719727,21.934127807617188,16.19687271118164,25.954729080200195}","{-0.06399320811033249,-0.698711633682251,-3.8499836921691895,-3.523327589035034}","{-0.2984933853149414,1.2081528902053833,-0.40708133578300476,-2.0451314449310303}","{1.1060574054718018,1.085288405418396,4.7610650062561035,5.858704090118408}","{1,-1,0,0}","{1,10,-1,-1}","{0.06126556918025017,0.7676821351051331,nan,nan}","{-1,-1,-1,-1}","{-1,-1,-1,-1}","{True,True,False,False}","{1.8946198225021362,9.330849647521973,0.0,0.0}","{True,False,False,False}","{True,False,False,False}","{False,False,False,False}","{False,False,False,False}","{True,True,False,False}","{True,True,False,False}","{True,True,False,False}","{False,True,True,True}","{False,True,True,True}","{False,True,True,True}",{10.801290512084961},{-0.050803136080503464},{-0.35463660955429077},{-2.3607879029441392e-07},{0},{0.22809229791164398},{-1},{-1},"{29.75836944580078,26.252286911010742,25.8695125579834,18.363780975341797,16.675790786743164,15.782305717468262}","{-0.6338736414909363,-3.5221469402313232,0.9879815578460693,-0.3910730481147766,-0.06766528636217117,-3.7908270359039307}","{1.2086981534957886,-2.0281615257263184,2.5875561237335205,1.8761012554168701,-0.3287768065929413,-0.3922971785068512}","{7.818393230438232,6.4013872146606445,5.613430023193359,3.778587579727173,2.2421178817749023,4.5795578956604}","{True,True,True,True,True,True}","{-1.0,-10.0,0.2006259560585022,-1.0,0.8349340558052063,-10.0}"
194711,299,263504749,false,false,false,8,0.067273974,0.06066232,-4.0690274,1,0,3,2,6.5074124,-0.24109876,769.5455,0.1410964,283.16925,-63.842937,229.21529,2,{55.91870880126953},{0.15458370745182037},{-0.5461732149124146},{0.10565836727619171},{1},{0.5167270302772522},{0.6136801838874817},{True},{True},{-0.005456181243062019},{0.001136341830715537},{-0.012479554861783981},{0.003662046743556857},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{31.131061553955078,55.91870880126953,16.018613815307617}","{-0.6059618592262268,0.15458370745182037,-2.6633377075195312}","{2.774620532989502,-0.5461732149124146,1.6220111846923828}","{1.2859258651733398,0.10570000112056732,5.2304368019104}","{-1,1,0}","{1,0,-1}","{0.4553355276584625,0.494315505027771,nan}","{-1,-1,-1}","{-1,-1,-1}","{True,True,False}","{4.704744338989258,24.036273956298828,0.0}","{False,False,False}","{False,False,False}","{False,False,False}","{False,False,False}","{True,True,False}","{True,True,False}","{True,False,False}","{True,False,True}","{True,False,True}","{True,False,True}","{27.71028709411621,19.863147735595703}","{-0.6339820027351379,0.09901542216539383}","{2.7750489711761475,-0.5509225130081177}","{-3.3717478231665154e-07,3.4305048757232726e-07}","{0,0}","{0.6054889559745789,0.20568549633026123}","{-1,-1}","{-1,-1}","{43.84651565551758,31.966550827026367}","{-0.6432679295539856,0.0987652912735939}","{2.8120315074920654,-0.5478768348693848}","{5.472613334655762,4.550271511077881}","{True,True}","{0.9500116109848022,0.8405581712722778}"
194711,299,263513086,true,true,false,12,0.0682968,0.06191379,-5.404142,1,0,1,0,15.620602,1.5018196,430.0029,2.194056,141.04947,15.888035,111.166084,0,{27.786890029907227},{-1.903120994567871},{-2.5551273822784424},{0.10565836727619171},{-1},{0.0},{0.014279566705226898},{True},{True},{3.598974217311479e-05},{0.001625522505491972},{0.000565290218219161},{0.005093746352940798},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{27.786890029907227},{-1.903120994567871},{-2.5551273822784424},{0.10570000112056732},{-1},{0},{0.0},{-1},{-1},{True},{0.0},{True},{True},{True},{True},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
194711,299,263487866,true,true,false,10,0.07196459,0.06312187,-1.7055796,1,0,3,0,36.99657,0.032236904,728.72217,5.8409915,234.57149,17.485062,205.7743,0,{48.32796859741211},{-1.2016552686691284},{-2.74881911277771},{0.10565836727619171},{1},{0.018156804144382477},{0.02722872793674469},{True},{True},{2.119031523761805e-05},{0.0015273460885509849},{-0.0017269672825932503},{0.0048271226696670055},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{48.32796859741211,18.769031524658203,18.463802337646484}","{-1.2016552686691284,-1.7504984140396118,3.754941463470459}","{-2.74881911277771,1.6945277452468872,2.190861463546753}","{0.10570000112056732,6.392940044403076,6.215958118438721}","{1,0,0}","{0,-1,-1}","{0.033557452261447906,nan,nan}","{-1,-1,-1}","{-1,-1,-1}","{True,False,False}","{0.7153313159942627,0.0,0.0}","{True,False,False}","{True,False,False}","{True,False,False}","{True,False,False}","{True,False,False}","{True,False,False}","{False,False,False}","{False,True,True}","{False,True,True}","{False,True,True}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
194711,299,263510746,true,true,true,12,0.065574415,0.06296276,-2.934897,1,1,3,0,6.6563377,2.5803423,786.01807,0.22073634,260.8734,48.86699,222.72186,1,{41.842926025390625},{1.6049524545669556},{-2.390089511871338},{0.10565836727619171},{-1},{0.2307562679052353},{0.2307562679052353},{True},{True},{-0.009247958660125732},{0.0018675969913601875},{0.08903449028730392},{0.0066759176552295685},{-1},{-1},{10.5623197555542},{0.3945921063423157},{1.2498319149017334},{0.004120462574064732},{1},{-999.0},{-0.00570290582254529},{0.0023199154529720545},{0.0042317332699894905},{0.001571183674968779},{True},{False},{-1},{-1},"{41.842926025390625,24.611196517944336,15.461403846740723}","{1.6049524545669556,0.8609105944633484,3.1786391735076904}","{-2.390089511871338,0.36923545598983765,0.12585696578025818}","{0.10570000112056732,0.13956999778747559,4.684455394744873}","{-1,1,0}","{0,0,-1}","{0.10898128151893616,0.7417898178100586,nan}","{-1,-1,-1}","{-1,-1,-1}","{True,True,False}","{2.288593292236328,15.487062454223633,0.0}","{True,False,False}","{False,False,False}","{False,False,False}","{False,False,False}","{True,True,False}","{True,True,False}","{False,True,False}","{False,True,True}","{False,True,True}","{False,True,True}",{},{},{},{},{},{},{},{},{63.87446594238281},{0.8372995257377625},{0.40548720955848694},{12.164839744567871},{True},{0.08238136023283005}
194711,299,263543382,true,true,false,7,0.06918588,0.06608719,0.40458074,1,0,1,0,18.914019,2.6234515,417.46643,3.292166,99.80014,-5.828715,120.79868,0,{34.86405563354492},{-0.5417133569717407},{-1.6080220937728882},{0.10565836727619171},{-1},{0.0},{0.031455833464860916},{True},{True},{0.0002061795094050467},{0.0010083310771733522},{0.0002831253514159471},{0.0019473953871056437},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{34.86405563354492},{-0.5417133569717407},{-1.6080220937728882},{0.10570000112056732},{-1},{0},{0.0},{-1},{-1},{True},{0.0},{True},{True},{True},{True},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
194711,299,263545414,false,false,false,8,0.073486805,0.06651668,2.4939923,1,1,2,1,19.291628,0.5573771,475.0434,2.7996497,111.413704,10.554254,191.11613,1,{26.384967803955078},{-0.6238129138946533},{1.1150988340377808},{0.10565836727619171},{1},{0.5410104393959045},{0.799456775188446},{True},{True},{-0.0039185029454529285},{0.0015762406401336193},{-0.0016316809924319386},{0.00380662246607244},{-1},{-1},{8.537614822387695},{1.1213726997375488},{-1.4549952745437622},{0.004160732962191105},{1},{6.291378021240234},{-0.13423341512680054},{0.0341278538107872},{0.021038120612502098},{0.0198734812438488},{True},{True},{-1},{-1},"{26.384967803955078,18.983047485351562}","{-0.6238129138946533,1.3032041788101196}","{1.1150988340377808,-1.4872101545333862}","{0.10570000112056732,0.4403512477874756}","{1,-1}","{0,1}","{0.6510513424873352,2.027573585510254}","{-1,-1}","{-1,-1}","{True,True}","{15.765274047851562,24.03974151611328}","{False,False}","{False,False}","{False,False}","{False,False}","{True,True}","{True,True}","{False,False}","{False,True}","{False,True}","{False,True}",{15.718310356140137},{1.3131721019744873},{-1.5416315793991089},{3.3717478231665154e-07},{0},{0.6129431128501892},{-1},{-1},{46.69151306152344},{1.246264100074768},{-1.5119354724884033},{10.420801162719727},{True},{0.2247381955385208}
194711,299,263555284,true,true,false,6,0.07274767,0.06395932,-1.3035698,1,0,1,0,33.09947,-2.0197628,232.42184,15.275047,69.28209,4.8215384,67.88222,0,{38.342193603515625},{0.677216112613678},{0.6151586771011353},{0.10565836727619171},{-1},{0.012575965374708176},{0.012575965374708176},{True},{True},{0.0003454482357483357},{0.000873237382620573},{-0.0013428773963823915},{0.0024200966581702232},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{38.342193603515625},{0.677216112613678},{0.6151586771011353},{0.10570000112056732},{-1},{0},{0.0},{-1},{-1},{True},{0.0},{True},{True},{True},{True},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
194711,299,263546124,true,true,false,5,0.07273485,0.06307159,2.2885945,2,0,1,0,14.36792,-1.1778957,406.3226,1.5528708,131.0016,-0.78965145,132.61728,0,"{4.8248372077941895,24.449447631835938}","{1.6210612058639526,1.7977793216705322}","{0.1366514265537262,0.23645950853824615}","{0.10565836727619171,0.10565836727619171}","{1,-1}","{1.089487075805664,0.24503779411315918}","{1.089487075805664,0.24503779411315918}","{True,True}","{True,True}","{-0.003725476562976837,0.0011458725202828646}","{0.0036693629808723927,0.0015573222190141678}","{-0.0084706274792552,0.004276066552847624}","{0.014386477880179882,0.004626051988452673}","{-1,-1}","{-1,-1}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{24.449447631835938},{1.7977793216705322},{0.23645950853824615},{0.10570000112056732},{-1},{0},{0.44237712025642395},{-1},{-1},{True},{9.691909790039062},{False},{False},{False},{False},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
194711,299,263574972,true,true,false,9,0.0748735,0.061102882,3.6091723,1,0,1,0,47.832664,-2.8233364,442.53998,17.848223,143.3323,-13.983129,110.49459,0,{26.630399703979492},{-0.7774454951286316},{-0.20918315649032593},{0.10565836727619171},{-1},{0.03126121312379837},{0.06789837032556534},{True},{True},{0.0014539683470502496},{0.0012934246333315969},{0.001975263934582472},{0.0025059354957193136},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{26.630399703979492},{-0.7774454951286316},{-0.20918315649032593},{0.10570000112056732},{-1},{0},{0.18146835267543793},{-1},{-1},{True},{3.5903069972991943},{False},{False},{False},{False},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
194711,299,263582485,true,true,false,11,0.071913406,0.0649314,-5.3761644,1,0,1,0,18.560352,-2.7574089,511.63748,2.2098515,149.0424,3.6247053,191.59279,0,{36.5332145690918},{1.0652235746383667},{1.3414584398269653},{0.10565836727619171},{1},{0.023256490007042885},{0.12513084709644318},{True},{True},{0.000869541079737246},{0.0011790820863097906},{-0.00016691764176357538},{0.0032134465873241425},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{36.5332145690918},{1.0652235746383667},{1.3414584398269653},{0.10570000112056732},{1},{0},{0.13198570907115936},{-1},{-1},{True},{1.2142913341522217},{True},{True},{False},{False},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
194711,299,263602890,false,false,false,9,0.069116116,0.059726667,1.5992581,1,0,2,0,13.616784,1.4767439,671.93353,0.7951396,209.44447,68.01332,241.4278,2,{12.603693008422852},{0.5194026231765747},{-2.220522165298462},{0.10565836727619171},{-1},{5.14894962310791},{5.66080379486084},{True},{True},{-0.019861824810504913},{0.0016803464386612177},{0.025332709774374962},{0.002531395060941577},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{39.77533721923828,51.6234130859375}","{-0.6121392250061035,0.5433551669120789}","{0.9292510747909546,-2.2259976863861084}","{1.0104193687438965,1.2197140455245972}","{1,1}","{10,10}","{0.5323890447616577,0.5345914959907532}","{-1,-1}","{-1,-1}","{True,True}","{16.646503448486328,23.22551918029785}","{False,False}","{False,False}","{False,False}","{False,False}","{True,True}","{True,True}","{True,True}","{True,True}","{True,True}","{True,True}",{},{},{},{},{},{},{},{},"{77.37368774414062,50.90361785888672}","{-0.6263644695281982,0.5389895439147949}","{0.9130184054374695,-2.3024258613586426}","{9.503276824951172,7.409396171569824}","{True,True}","{0.8625832200050354,0.999045729637146}"
194711,299,263572377,true,true,true,13,0.072324984,0.0594534,-9.641433,1,0,5,1,29.558586,-1.5987234,985.2968,3.2182434,311.39456,-21.974941,274.08154,4,{29.726295471191406},{0.009266256354749203},{0.1610257625579834},{0.10565836727619171},{-1},{0.19377315044403076},{0.2908617854118347},{True},{True},{0.0004402157792355865},{0.001070859027095139},{0.003136090701445937},{0.003847268642857671},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{29.726295471191406,19.223527908325195,21.02247428894043,20.335098266601562,17.405380249023438}","{0.009266256354749203,1.8142393827438354,4.379676818847656,0.986818253993988,-0.683189332485199}","{0.1610257625579834,2.7549960613250732,1.3905506134033203,-1.9486923217773438,-1.7828757762908936}","{0.10570000112056732,0.13956999778747559,5.916466236114502,7.813277721405029,6.283924579620361}","{-1,-1,0,0,0}","{0,0,-1,-1,-1}","{0.3036627769470215,1.091647744178772,nan,nan,nan}","{-1,-1,-1,-1,-1}","{-1,-1,-1,-1,-1}","{True,True,False,False,False}","{3.7463572025299072,16.43939781188965,0.0,0.0,0.0}","{False,False,False,False,False}","{False,False,False,False,False}","{False,False,False,False,False}","{False,False,False,False,False}","{True,True,False,False,False}","{True,True,False,False,False}","{False,True,False,False,False}","{False,True,True,True,True}","{False,True,True,True,True}","{False,True,True,True,True}",{10.933610916137695},{1.8567715883255005},{2.5413269996643066},{0.0},{0},{0.15209141373634338},{-1},{-1},"{38.298744201660156,30.043996810913086,19.762435913085938,16.07976722717285}","{1.8609776496887207,-1.1785880327224731,4.331345081329346,0.728754997253418}","{2.692601203918457,-1.090942144393921,1.3853827714920044,1.0293728113174438}","{7.276614665985107,9.703034400939941,5.090187072753906,3.2216367721557617}","{True,True,True,True}","{-1.0,-1.0,-10.0,0.18878060579299927}"
194711,299,263607680,true,true,false,12,0.07553334,0.06342596,-1.8980478,1,0,1,0,47.5901,-2.5338576,718.95166,10.402123,201.05722,19.848177,195.42213,0,{35.67287826538086},{-0.47341686487197876},{0.8462334275245667},{0.10565836727619171},{-1},{0.03565547615289688},{0.09707909822463989},{True},{True},{0.00042957442929036915},{0.0009721713722683489},{-0.0008304430521093309},{0.001672805636189878},{-1},{-1},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{35.67287826538086},{-0.47341686487197876},{0.8462334275245667},{0.10570000112056732},{-1},{0},{0.029042212292551994},{-1},{-1},{True},{0.0},{True},{True},{True},{True},{True},{True},{False},{False},{False},{False},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
